n_comentarios,polarizacion_media,pct_negativo,author_hash,emocion_dominante,candidato_mas_frecuente,candidato_principal,tipo_autor
7,0.38571428571428573,0.14285714285714285,u_26c574be0195c421,desprecio,kast,kast,activo
1,0.1,0.0,u_ac858a4dfb56de4d,ninguna,"kast, jara",empate,esporadico
3,0.35000000000000003,0.6666666666666666,u_934d89a69c8792c2,esperanza,jara,empate,recurrente
1,0.25,0.0,u_5590a8ecc8f091f1,desprecio,jara,jara,esporadico
1,0.4,1.0,u_aecfa9357dbf7af5,ironia,"kast, jara",empate,esporadico
1,0.55,1.0,u_d7ae058c3fbe95dc,desprecio,"kast, jara",empate,esporadico
1,0.5,1.0,u_681100daa9832c5c,miedo,"kast, jara",empate,esporadico
6,0.6333333333333333,0.8333333333333334,u_b2c6d83f523c40ad,desprecio,kast,kast,activo
2,0.45,1.0,u_51308f03e8747826,desprecio,jara,empate,recurrente
3,0.35000000000000003,0.6666666666666666,u_c2c3b1b39751aa98,ninguna,jara,jara,recurrente
1,0.5,1.0,u_074c223e6a98c1e6,ninguna,kast,kast,esporadico
2,0.475,0.5,u_6dbd6db75afab3ed,desprecio,kaiser,empate,recurrente
13,0.4,0.8461538461538461,u_9f4cd758e2906cc2,ironia,kast,kast,activo
3,0.6166666666666667,1.0,u_973a2229c5251be7,indignacion,kaiser,kaiser,recurrente
3,0.4166666666666667,0.6666666666666666,u_47b4f2537659c2f6,desprecio,kast,kast,recurrente
2,0.5,0.5,u_768ce47400ccc7ef,indignacion,kast,kast,recurrente
2,0.175,0.5,u_34026b39ce9a3c33,desprecio,jara,jara,recurrente
2,0.45,1.0,u_ae2ece2c08e707e7,desprecio,jara,jara,recurrente
1,0.2,0.0,u_e189aef35f251e10,esperanza,"kast, jara",empate,esporadico
1,0.55,0.0,u_b902a2fa46c8be90,ironia,kaiser,kaiser,esporadico
1,0.7,1.0,u_88ad40630e97300d,desprecio,kast,kast,esporadico
4,0.4,1.0,u_1bfc7d06ab4a3e64,ninguna,kast,kast,recurrente
7,0.43571428571428567,0.5714285714285714,u_0fdb63bf98ab4808,desprecio,kast,kast,activo
1,0.55,1.0,u_687371c22bf81f88,ironia,jara,jara,esporadico
1,0.45,1.0,u_d8fc7d569c90c77d,desprecio,"kast, matthei, jara",empate,esporadico
4,0.475,1.0,u_8eacffb17723fd46,indignacion,jara,jara,recurrente
1,0.5,1.0,u_afdedf48531acd12,indignacion,kaiser,kaiser,esporadico
4,0.3875,0.5,u_60db2b609583be7d,desprecio,jara,jara,recurrente
4,0.4,0.75,u_a5366eba5d8da8ad,desprecio,jara,jara,recurrente
2,0.35000000000000003,0.5,u_30e29469d8656017,indignacion,jara,jara,recurrente
4,0.2875,0.25,u_2002b4b96086729a,desprecio,kast,kast,recurrente
1,0.5,1.0,u_15409e951ec6c913,indignacion,kast,kast,esporadico
1,0.4,1.0,u_4d967644c960dd5a,miedo,jara,jara,esporadico
1,0.5,1.0,u_18ad9db92babdb7e,desprecio,kaiser,kaiser,esporadico
1,0.4,1.0,u_00a319186cbf20a8,ironia,kast,kast,esporadico
3,0.43333333333333335,0.3333333333333333,u_67421b3bad3b7fc7,ironia,jara,jara,recurrente
1,0.3,1.0,u_59596e473aa13356,indignacion,"kast, kaiser, jara",empate,esporadico
2,0.175,0.0,u_0d6b0e9278e160c9,miedo,kast,kast,recurrente
6,0.35000000000000003,0.6666666666666666,u_e7078ee4bdf975f1,desprecio,jara,jara,activo
24,0.33958333333333335,0.5833333333333334,u_83f3aa8c5cb3463b,ironia,jara,kast,hiperactivo
4,0.4125,0.75,u_2228ea5cc1324fc2,desprecio,"kast, jara",jara,recurrente
2,0.525,1.0,u_4578d5fd6d3e155d,desprecio,kast,kast,recurrente
1,0.65,1.0,u_685b27a5764151c2,desprecio,"kast, matthei",empate,esporadico
6,0.3666666666666667,0.8333333333333334,u_df4ca7152eaed7be,indignacion,kast,kast,activo
1,0.3,1.0,u_6491d8023fddc00b,indignacion,jara,jara,esporadico
2,0.275,0.5,u_08423b50eebd93ea,ironia,jara,empate,recurrente
1,0.55,1.0,u_278001b700ec2343,desprecio,jara,jara,esporadico
1,0.15,0.0,u_423a80e1b6509d01,ironia,kast,kast,esporadico
9,0.4,0.5555555555555556,u_b038c1aa79b1bec0,desprecio,kast,kast,activo
1,0.35,0.0,u_6692e3a1e32f6aa0,desprecio,kast,kast,esporadico
4,0.4375,0.5,u_1449267ceb3ccbdc,desprecio,jara,empate,recurrente
1,0.55,1.0,u_e8af77a55eafb0d2,desprecio,kast,kast,esporadico
1,0.25,0.0,u_e182a7c8b614eda4,ninguna,jara,jara,esporadico
2,0.55,0.5,u_17b8e811f1eaf5a4,desprecio,kaiser,kaiser,recurrente
1,0.55,1.0,u_9290c4ff6ab90ef2,ironia,kast,kast,esporadico
1,0.5,1.0,u_d988f8c6449b507c,desprecio,kast,kast,esporadico
1,0.4,1.0,u_8f7d091a997d70b8,ironia,jara,jara,esporadico
2,0.22499999999999998,1.0,u_8d9cc0cb425a227c,desprecio,kast,kast,recurrente
1,0.45,1.0,u_9a6eef42c96393e2,ironia,kast,kast,esporadico
5,0.45999999999999996,0.6,u_fe10708cd42aeaff,ninguna,jara,jara,recurrente
1,0.3,0.0,u_1e07993480410f48,ironia,"kast, jara",empate,esporadico
4,0.275,0.5,u_beb4a725ed13737d,desprecio,kaiser,kast,recurrente
3,0.39999999999999997,0.6666666666666666,u_db7d99528624e41d,indignacion,jara,empate,recurrente
2,0.32499999999999996,0.5,u_724680463a679f6c,ironia,jara,empate,recurrente
1,0.55,1.0,u_6c242181ef16da03,desprecio,jara,jara,esporadico
2,0.45,0.5,u_9642b8c4e1370df3,ironia,jara,jara,recurrente
1,0.35,1.0,u_72ed626f972c11b9,ninguna,kaiser,kaiser,esporadico
3,0.5166666666666667,1.0,u_e335ca6e2cfcb707,desprecio,jara,empate,recurrente
4,0.375,0.5,u_12529485c7981cfd,ninguna,jara,jara,recurrente
1,0.55,1.0,u_36b543b78c026295,ironia,kast,kast,esporadico
1,0.15,1.0,u_348607c74d3721eb,ninguna,"kast, jara",empate,esporadico
5,0.36,0.6,u_9b1235a55467da1c,desprecio,kast,kast,recurrente
1,0.2,0.0,u_862fc93650c257bc,ninguna,kast,kast,esporadico
3,0.5,1.0,u_4e64a213951309fd,desprecio,kast,kast,recurrente
3,0.4166666666666667,0.6666666666666666,u_6f7efb39501fcc0a,desprecio,jara,jara,recurrente
5,0.4600000000000001,0.8,u_9186958301275757,desprecio,kast,kast,recurrente
5,0.44000000000000006,0.8,u_dbda2772ce8c1b03,indignacion,kast,kast,recurrente
1,0.2,0.0,u_fdb420ee6761a186,desprecio,kast,kast,esporadico
2,0.35,0.5,u_a994dbbacaf57954,desprecio,jara,empate,recurrente
1,0.5,1.0,u_63ee0b5ebdfef39e,indignacion,jara,jara,esporadico
1,0.4,1.0,u_3dfb66f3e9439250,ninguna,kaiser,kaiser,esporadico
3,0.4000000000000001,0.6666666666666666,u_99f75b9475183938,indignacion,kast,kast,recurrente
1,0.2,0.0,u_b9f42ce8780c4d57,alegria,kast,kast,esporadico
1,0.35,1.0,u_065af0ed464a16fb,ironia,kast,kast,esporadico
1,0.65,1.0,u_f955fa2e86ea035b,desprecio,jara,jara,esporadico
1,0.3,0.0,u_4ccdce7392228845,desprecio,"matthei, jara",empate,esporadico
1,0.35,1.0,u_9dbf98d0b2dd6ea9,indignacion,kast,kast,esporadico
1,0.5,1.0,u_3f4cf0f90b33c36e,desprecio,jara,jara,esporadico
22,0.4022727272727273,0.8181818181818182,u_4b52187d710376c7,indignacion,kast,kast,hiperactivo
1,0.3,1.0,u_484bd78c50671bbd,ironia,"kast, jara",empate,esporadico
2,0.425,0.5,u_8042e42de8342264,indignacion,kast,kast,recurrente
2,0.475,0.5,u_0cf6ce0dadb544e1,desprecio,kast,kast,recurrente
1,0.25,0.0,u_ebbb9fa01bf1e594,esperanza,kast,kast,esporadico
2,0.35,1.0,u_f5b7c9a2234783b4,desprecio,jara,empate,recurrente
1,0.25,0.0,u_75696f2b7a8f929b,ironia,"matthei, jara",empate,esporadico
3,0.4166666666666667,0.6666666666666666,u_07f17d41dce74c90,desprecio,jara,empate,recurrente
1,0.5,1.0,u_6f3b9393722f561d,indignacion,"kast, jara",empate,esporadico
2,0.45,0.5,u_6222738622ca49b6,desprecio,kast,kast,recurrente
1,0.35,1.0,u_9e5f6e1e3e2ee74d,indignacion,kast,kast,esporadico
2,0.525,1.0,u_5852ea10c487b0e5,indignacion,kast,kast,recurrente
9,0.4388888888888889,0.6666666666666666,u_57c0457cb46d3d3b,desprecio,kast,empate,activo
1,0.2,0.0,u_a71319da6f7bc6c0,ninguna,kast,kast,esporadico
1,0.1,0.0,u_1a91ac1012949b75,ninguna,kaiser,kaiser,esporadico
1,0.45,1.0,u_652478b67ceee88e,desprecio,jara,jara,esporadico
1,0.5,1.0,u_8af22945fc43f455,indignacion,"kast, jara",empate,esporadico
1,0.5,0.0,u_a4b8cca5f6d66a6f,ironia,"kaiser, jara",empate,esporadico
1,0.3,0.0,u_f1b84bb9ce25ec87,miedo,"kast, jara",empate,esporadico
1,0.35,0.0,u_8086be328418bfeb,indignacion,kaiser,kaiser,esporadico
2,0.4,0.5,u_c1d1a4d8b2f197a5,desprecio,"kast, kaiser, matthei, jara",empate,recurrente
5,0.55,0.8,u_e36796b05292433e,indignacion,kast,kast,recurrente
1,0.65,1.0,u_e0edaff528d7884f,desprecio,kast,kast,esporadico
1,0.15,0.0,u_1dd36228cf2d32f3,ironia,kast,kast,esporadico
1,0.55,1.0,u_fc07a4f8b6872e69,miedo,kast,kast,esporadico
1,0.65,1.0,u_69dad10984a31089,indignacion,jara,jara,esporadico
2,0.45,1.0,u_db4f0ec588efed0f,indignacion,"kast, kaiser, jara",kast,recurrente
2,0.42500000000000004,0.5,u_194af613c15034c6,ironia,jara,empate,recurrente
1,0.35,1.0,u_cd7e05ce703a11cb,ninguna,"kast, jara",empate,esporadico
1,0.5,1.0,u_0ca80b46b1e98746,desprecio,jara,jara,esporadico
1,0.75,1.0,u_34dbda2afc6853f1,indignacion,kast,kast,esporadico
1,0.5,1.0,u_0f00647bd6283d92,indignacion,jara,jara,esporadico
1,0.8,1.0,u_956ff19653e2a293,desprecio,"kast, jara",empate,esporadico
2,0.3,1.0,u_9c8390f300942e06,desprecio,kast,kast,recurrente
1,0.55,1.0,u_ef060aaade4b3f5d,desprecio,jara,jara,esporadico
8,0.47500000000000003,1.0,u_15b2f67c14c56b5a,desprecio,jara,jara,activo
1,0.45,1.0,u_14b7140f6a7c6524,indignacion,kast,kast,esporadico
1,0.65,1.0,u_020303e19454819c,indignacion,jara,jara,esporadico
2,0.3,0.5,u_20f3171d170372ac,desprecio,jara,empate,recurrente
1,0.55,1.0,u_b53f254240cd3af6,indignacion,"kast, jara",empate,esporadico
7,0.42142857142857143,0.7142857142857143,u_a3d577a06d58d612,desprecio,jara,empate,activo
5,0.41000000000000003,1.0,u_74118dcbfab5add5,desprecio,kast,kast,recurrente
1,0.1,0.0,u_001de186596a943f,ninguna,kast,kast,esporadico
1,0.4,1.0,u_6aea70a6e97c9792,ninguna,kast,kast,esporadico
1,0.4,1.0,u_05d7bf02b772c03e,desprecio,kaiser,kaiser,esporadico
1,0.3,0.0,u_a2b87f72b68bba9e,ironia,kaiser,kaiser,esporadico
1,0.4,1.0,u_e2aaa6e48f23c689,miedo,kast,kast,esporadico
5,0.43,0.8,u_493f01d15838ec54,desprecio,kaiser,kast,recurrente
1,0.5,1.0,u_1c8bd2e3a3b31d1d,desprecio,jara,jara,esporadico
2,0.575,1.0,u_62f2816f17aa4955,desprecio,kaiser,kaiser,recurrente
2,0.575,1.0,u_8a26a2d3f554f197,desprecio,kast,kast,recurrente
1,0.45,1.0,u_05933534677a427d,ironia,kast,kast,esporadico
2,0.35,0.5,u_69f530d49ef491b6,indignacion,jara,empate,recurrente
2,0.525,0.5,u_5d29b402b92a48c3,indignacion,kast,kast,recurrente
1,0.2,0.0,u_282ff0c59c2fccfc,indignacion,jara,jara,esporadico
1,0.25,0.0,u_8e3387d45c37036a,desprecio,kast,kast,esporadico
1,0.15,0.0,u_7b36fd59ee0b5475,ninguna,jara,jara,esporadico
1,0.2,0.0,u_3811e3e8014e0f8f,alegria,kaiser,kaiser,esporadico
2,0.375,0.5,u_144ef0b2b9613954,desprecio,kast,kast,recurrente
1,0.4,0.0,u_025b38c5eca080a3,desprecio,jara,jara,esporadico
3,0.39999999999999997,0.3333333333333333,u_f6640908c2a1adc3,desprecio,kast,kast,recurrente
1,0.1,0.0,u_98ba0ac8f7d1557a,ninguna,"kast, kaiser, matthei",empate,esporadico
1,0.7,1.0,u_9f25bbe27dea2b18,indignacion,kaiser,kaiser,esporadico
1,0.35,0.0,u_e4e654bff07e4fd3,desprecio,kast,kast,esporadico
10,0.33999999999999997,0.6,u_71dc783cd2561be8,desprecio,kast,kast,activo
1,0.25,0.0,u_86646105452f9345,ninguna,jara,jara,esporadico
1,0.45,1.0,u_567e258cc0267c57,ninguna,jara,jara,esporadico
11,0.38181818181818183,0.7272727272727273,u_0a33bbe466a108df,indignacion,kast,kast,activo
1,0.7,0.0,u_890cbd9cba6d0ef2,ira,"kast, jara",empate,esporadico
1,0.45,1.0,u_99ff422c9bca3a8a,indignacion,kast,kast,esporadico
2,0.45,1.0,u_8ca2168149534637,desprecio,jara,jara,recurrente
2,0.35,0.5,u_5f575b98ec626449,indignacion,jara,empate,recurrente
3,0.4166666666666667,0.3333333333333333,u_c5ea5520c532b6b5,indignacion,kast,kast,recurrente
1,0.35,1.0,u_293077c604939e71,desprecio,kast,kast,esporadico
1,0.5,1.0,u_c1a89b026c2c5003,desprecio,jara,jara,esporadico
1,0.3,1.0,u_a24f833f0b23965a,ironia,kast,kast,esporadico
1,0.75,1.0,u_1dbcae4afb5d73f9,desprecio,jara,jara,esporadico
11,0.4,0.6363636363636364,u_2c6c18f7a181f3ca,indignacion,kast,kast,activo
1,0.15,0.0,u_d68375f6a1a59e5a,esperanza,kast,kast,esporadico
2,0.5,1.0,u_c27b54bcfd743611,indignacion,jara,jara,recurrente
4,0.3375,0.25,u_2164851e697aa0e9,indignacion,kaiser,empate,recurrente
1,0.3,0.0,u_2528ba2c42d83613,esperanza,kast,kast,esporadico
10,0.385,0.8,u_2ffa2c2b8ec4665a,desprecio,kast,kast,activo
1,0.2,0.0,u_303cf8953b4da805,miedo,kast,kast,esporadico
1,0.35,1.0,u_98f63fa0a6d4337c,ninguna,"kast, matthei, jara",empate,esporadico
1,0.35,0.0,u_e345a499f3309c9a,miedo,kast,kast,esporadico
5,0.47000000000000003,0.8,u_d972feb4d8245a5c,desprecio,jara,kast,recurrente
1,0.6,1.0,u_86cbe54d4b240e85,desprecio,jara,jara,esporadico
1,0.5,1.0,u_739f72fbf1231712,ninguna,jara,jara,esporadico
6,0.25,0.16666666666666666,u_18bbee480683845c,indignacion,jara,empate,activo
1,0.3,0.0,u_58a260fec804d8fe,esperanza,kast,kast,esporadico
3,0.6333333333333333,1.0,u_6f3759701be9910d,desprecio,kaiser,kaiser,recurrente
2,0.55,1.0,u_7a35e578d7ab267a,desprecio,jara,jara,recurrente
6,0.3416666666666666,0.6666666666666666,u_8368c80e9807a729,desprecio,kast,kast,activo
3,0.25,0.3333333333333333,u_9f403c8dac5d0fa7,desprecio,"kast, jara",jara,recurrente
1,0.25,0.0,u_0ef174431c91a638,desprecio,kast,kast,esporadico
17,0.30294117647058827,0.6470588235294118,u_1832d30d856f4f23,desprecio,"kast, jara",jara,activo
1,0.6,1.0,u_33b50d611ae0a2f9,indignacion,kast,kast,esporadico
3,0.3333333333333333,0.6666666666666666,u_1d17f69035eeaef6,indignacion,jara,empate,recurrente
2,0.375,0.5,u_beac77f431b7a6d9,desprecio,kast,kast,recurrente
2,0.6000000000000001,1.0,u_95bd35d3b6e7c348,desprecio,jara,jara,recurrente
1,0.65,1.0,u_f9803bb4310e6ada,desprecio,kast,kast,esporadico
2,0.35,0.0,u_ac7f319dc7f3e79d,desprecio,kast,kast,recurrente
2,0.125,0.5,u_48434a0671d640d0,indignacion,kast,kast,recurrente
3,0.45,0.6666666666666666,u_407f92e90444e943,desprecio,kast,kast,recurrente
2,0.475,1.0,u_82fff5e858ddfb5f,desprecio,kast,kast,recurrente
5,0.33999999999999997,0.4,u_b199c1ee04dbfa99,ninguna,jara,empate,recurrente
2,0.4,0.5,u_753c25c371509ab0,desprecio,kast,kast,recurrente
5,0.38,0.8,u_8c3d23a384e7232f,desprecio,kast,kast,recurrente
1,0.15,1.0,u_7832789c740b1dc1,ninguna,"kast, matthei",empate,esporadico
2,0.25,0.5,u_1a2fa8d2a8cceda0,desprecio,jara,empate,recurrente
1,0.4,1.0,u_45766d215276c6e5,miedo,jara,jara,esporadico
1,0.25,0.0,u_b2b7411386c6a7a4,ninguna,jara,jara,esporadico
2,0.47500000000000003,1.0,u_0a903f8677a66148,desprecio,kast,kast,recurrente
17,0.43235294117647055,0.6470588235294118,u_6f57c79da0db4b77,desprecio,kast,kast,activo
1,0.35,1.0,u_2b21a4baad51d814,ninguna,kast,kast,esporadico
1,0.65,1.0,u_7667f8096dd1d4f6,ira,"kast, jara",empate,esporadico
7,0.43571428571428567,0.5714285714285714,u_55dd98e7604c51cb,indignacion,kast,kast,activo
1,0.25,0.0,u_71839cf37a047c10,indignacion,kast,kast,esporadico
4,0.47500000000000003,0.5,u_dae46c36dfdeb19e,desprecio,kaiser,empate,recurrente
1,0.35,1.0,u_781f0d1e3913782f,desprecio,kast,kast,esporadico
1,0.4,0.0,u_def9cdfaed7ce589,ironia,kast,kast,esporadico
2,0.30000000000000004,0.5,u_17c371250b601b49,desprecio,kaiser,empate,recurrente
4,0.525,0.5,u_5a7284ac13cacd87,miedo,kast,kast,recurrente
2,0.22499999999999998,0.5,u_9af3cf0bdd21bae3,desprecio,kast,kast,recurrente
2,0.65,0.5,u_113d1abc549f25a6,desprecio,kaiser,empate,recurrente
1,0.55,1.0,u_58769d8ca330d784,ironia,jara,jara,esporadico
1,0.6,1.0,u_4d6e06235dfab00d,desprecio,jara,jara,esporadico
1,0.4,1.0,u_fca569ba0ddc45c7,desprecio,kaiser,kaiser,esporadico
2,0.275,1.0,u_0db1eff4ebc0436a,indignacion,"kast, jara",empate,recurrente
2,0.32499999999999996,0.5,u_8189a3c4d49c3236,indignacion,kaiser,empate,recurrente
2,0.55,1.0,u_4073a64a7f069a9a,desprecio,kaiser,empate,recurrente
2,0.45,1.0,u_52016e2207df02a2,ironia,kast,empate,recurrente
1,0.45,1.0,u_baef1d162b485e3e,desprecio,"kast, matthei, jara",empate,esporadico
3,0.5,0.3333333333333333,u_74d3ac13191f7dfc,desprecio,jara,empate,recurrente
1,0.45,1.0,u_703595c3b1a577e2,ironia,jara,jara,esporadico
1,0.6,1.0,u_144e30c9f010715b,desprecio,"kast, kaiser, jara",empate,esporadico
1,0.4,0.0,u_17cc6011d999f9a6,desprecio,kast,kast,esporadico
1,0.75,1.0,u_57d6741edb6c035c,ira,jara,jara,esporadico
3,0.3,0.3333333333333333,u_1290df991a8ee9b9,desprecio,kaiser,kaiser,recurrente
1,0.45,0.0,u_550442424d3218eb,indignacion,kaiser,kaiser,esporadico
1,0.65,1.0,u_72e9cf6bfcb7f607,desprecio,kast,kast,esporadico
6,0.47500000000000003,1.0,u_50bdba48db462806,ironia,kast,kast,activo
1,0.7,1.0,u_958b9d7d19357ac9,desprecio,jara,jara,esporadico
3,0.3833333333333333,0.3333333333333333,u_51748fcd3582b93c,esperanza,"kast, kaiser, matthei",kast,recurrente
1,0.5,1.0,u_391d440984160fd3,miedo,"kast, kaiser, jara",empate,esporadico
1,0.55,1.0,u_49cdadc2ac69fad3,ironia,kast,kast,esporadico
1,0.7,0.0,u_e3c16dc9cb7accac,ira,jara,jara,esporadico
2,0.275,0.5,u_cfe7a52a42be3c03,desprecio,"kast, kaiser, matthei",matthei,recurrente
5,0.4600000000000001,0.8,u_3225d6c9330f4165,desprecio,jara,jara,recurrente
1,0.5,1.0,u_8f51cdc014ba83ac,indignacion,"kast, jara",empate,esporadico
1,0.65,1.0,u_25b0ec49cab314b0,desprecio,kast,kast,esporadico
5,0.32,0.6,u_5a38303b19686e2e,desprecio,jara,jara,recurrente
7,0.4857142857142857,1.0,u_75d7d46deda2d4c2,indignacion,kast,kast,activo
1,0.45,0.0,u_5bca994347761727,ironia,kaiser,kaiser,esporadico
2,0.22499999999999998,0.5,u_5539b1813bcb8b3c,miedo,jara,empate,recurrente
1,0.65,1.0,u_3435fc8299f8b298,desprecio,jara,jara,esporadico
2,0.3,0.5,u_3010c44a0f38d297,ironia,kast,kast,recurrente
1,0.3,1.0,u_c1be9bfe2d27f6e4,desprecio,"kast, jara",empate,esporadico
1,0.65,1.0,u_42093ff8bc1f6041,desprecio,jara,jara,esporadico
1,0.45,1.0,u_7251cab2e497e5a2,ironia,kast,kast,esporadico
2,0.575,1.0,u_464e5baff2780533,ira,"kast, jara",empate,recurrente
1,0.85,1.0,u_5af0d220bcb94618,ira,kast,kast,esporadico
1,0.5,1.0,u_30285b27d33068a1,desprecio,kast,kast,esporadico
2,0.44999999999999996,0.5,u_b111f1ed4b003181,indignacion,kast,kast,recurrente
1,0.4,0.0,u_5e9161ef92b16c0b,ninguna,kast,kast,esporadico
1,0.4,1.0,u_ea45bf398a22de57,indignacion,kast,kast,esporadico
5,0.6,0.8,u_f0714a46a11bc2e8,desprecio,jara,jara,recurrente
5,0.5800000000000001,0.8,u_952db0b4399dddd2,desprecio,kaiser,kaiser,recurrente
1,0.45,1.0,u_dffc9aa229dfffa0,indignacion,kast,kast,esporadico
1,0.45,1.0,u_59fead90a10c353f,desprecio,kast,kast,esporadico
3,0.5499999999999999,1.0,u_f7f722902bddca0f,desprecio,kast,kast,recurrente
4,0.275,0.25,u_70ab4381a705f1f6,desprecio,kast,kast,recurrente
4,0.4625,1.0,u_87030a8d30602a80,ironia,kast,kast,recurrente
1,0.45,1.0,u_b44b5543b8f06fb2,ironia,kaiser,kaiser,esporadico
4,0.525,0.75,u_5454987a785844fa,desprecio,kast,kast,recurrente
104,0.38269230769230766,0.6057692307692307,u_a76e5c1f6d995e49,indignacion,kast,kast,hiperactivo
1,0.6,1.0,u_d5241ff6bf671cf3,desprecio,"matthei, jara",empate,esporadico
4,0.4125,0.5,u_e597add10ec6130b,ninguna,kast,kast,recurrente
1,0.5,1.0,u_3820129a70a535d0,indignacion,kast,kast,esporadico
1,0.65,1.0,u_e86e15044d671f20,desprecio,kast,kast,esporadico
1,0.2,0.0,u_974a6ef804597790,esperanza,kaiser,kaiser,esporadico
2,0.475,0.5,u_b6a349e2de9ebb1e,ironia,kast,kast,recurrente
1,0.35,0.0,u_2eeb39efab6ba406,indignacion,matthei,matthei,esporadico
2,0.4,1.0,u_41284f54d572b7d7,indignacion,kast,kast,recurrente
2,0.45,0.5,u_24febf73cd17a2b3,indignacion,"kast, jara",kast,recurrente
6,0.4916666666666667,0.6666666666666666,u_26e4bc79c0168406,desprecio,kast,kast,activo
1,0.6,1.0,u_3ae19622371007d0,indignacion,kast,kast,esporadico
4,0.3125,0.25,u_868ca833762345d7,ironia,kast,kast,recurrente
1,0.35,1.0,u_d84ac36794c0da94,ninguna,jara,jara,esporadico
1,0.25,0.0,u_e0994d6e03d7d978,ninguna,"kast, jara",empate,esporadico
1,0.45,1.0,u_4c3965917dcd9eeb,ninguna,kast,kast,esporadico
1,0.1,1.0,u_bf18b827f2a55958,ninguna,"kast, matthei, jara",empate,esporadico
1,0.4,1.0,u_b9d35ce86b585fbb,desprecio,"kaiser, matthei",empate,esporadico
3,0.3833333333333333,0.3333333333333333,u_8a0abb89ac45ff73,desprecio,kast,kast,recurrente
1,0.35,1.0,u_c81565bf49ad1d0f,desprecio,"kast, jara",empate,esporadico
3,0.5,1.0,u_5cb72b6923d5e174,desprecio,jara,jara,recurrente
3,0.3666666666666667,1.0,u_0b22c7bd7105eac0,indignacion,kaiser,kast,recurrente
1,0.4,1.0,u_792f614cfcbb6a5d,ninguna,"kast, jara",empate,esporadico
2,0.45,0.5,u_1127c7b57bc2ef22,desprecio,jara,jara,recurrente
3,0.5666666666666668,1.0,u_eca27e7e3f203748,ironia,kast,kast,recurrente
1,0.55,1.0,u_96089f815021537f,desprecio,jara,jara,esporadico
1,0.15,0.0,u_f74d608ee83ea179,ninguna,"kast, jara",empate,esporadico
1,0.5,1.0,u_832c9cb059583753,indignacion,jara,jara,esporadico
1,0.35,1.0,u_1ecce52a271211b3,desprecio,kast,kast,esporadico
1,0.35,0.0,u_84ddff66fa101777,indignacion,jara,jara,esporadico
1,0.2,0.0,u_cfbd57bd2b0b7e9f,desprecio,jara,jara,esporadico
2,0.375,1.0,u_799c3e099afebfa2,indignacion,kast,kast,recurrente
2,0.525,0.5,u_540e113a003a508a,ira,jara,empate,recurrente
1,0.65,1.0,u_e1d85b912e74b51c,desprecio,matthei,matthei,esporadico
1,0.45,1.0,u_fba79d42cfb81759,ninguna,kaiser,kaiser,esporadico
2,0.5,1.0,u_13160f148809cba9,desprecio,jara,jara,recurrente
2,0.375,1.0,u_732b17f4a356d117,indignacion,kast,kast,recurrente
2,0.325,1.0,u_7d52db2d5dfa5846,desprecio,"kast, jara",empate,recurrente
7,0.37857142857142856,0.42857142857142855,u_997bbf96999e867c,ironia,kast,kast,activo
3,0.3833333333333333,0.3333333333333333,u_7fbb098195a10f0d,desprecio,jara,jara,recurrente
1,0.4,0.0,u_e83b8334ac2afcee,indignacion,jara,jara,esporadico
4,0.3875,0.5,u_482ffa3259259222,desprecio,kast,kast,recurrente
1,0.5,1.0,u_b7f270a7e5aade00,indignacion,kast,kast,esporadico
2,0.475,1.0,u_a7c0cdf48aa11952,indignacion,kast,kast,recurrente
1,0.5,1.0,u_518a769b96502b36,indignacion,kast,kast,esporadico
1,0.3,1.0,u_792e172e6f29e645,desprecio,kast,kast,esporadico
1,0.25,0.0,u_a9e55ef2e8063887,ninguna,kast,kast,esporadico
1,0.55,1.0,u_a9b461c00d00ef4f,desprecio,"kast, kaiser, jara",empate,esporadico
1,0.55,1.0,u_814c2853cb4e19bb,indignacion,kast,kast,esporadico
1,0.25,0.0,u_e3c8f65b4679edc6,ironia,kast,kast,esporadico
1,0.3,1.0,u_7a9001b3de014513,miedo,kast,kast,esporadico
4,0.38749999999999996,1.0,u_6d6728d8e7039b3b,ironia,kast,kast,recurrente
2,0.375,1.0,u_200eaa4cc01879ad,miedo,jara,empate,recurrente
1,0.4,1.0,u_e0587436aeb16209,miedo,jara,jara,esporadico
4,0.4375,0.75,u_d0f43a0a4bb9b454,ninguna,kast,kast,recurrente
2,0.25,0.0,u_1a866e5b381cc8b9,miedo,kast,kast,recurrente
2,0.25,0.0,u_1401c672a739617f,miedo,jara,empate,recurrente
2,0.3,0.5,u_fe47c71aa5349727,desprecio,jara,empate,recurrente
1,0.4,1.0,u_57cf1e1bbad854e2,indignacion,kaiser,kaiser,esporadico
1,0.1,0.0,u_e330f482c6dbd358,indignacion,kast,kast,esporadico
1,0.55,1.0,u_a058aed737afbed6,indignacion,kast,kast,esporadico
3,0.5833333333333334,1.0,u_54ff1dc735aa6f1e,indignacion,jara,empate,recurrente
1,0.45,1.0,u_ee97d19ab95079f7,ironia,kast,kast,esporadico
1,0.4,1.0,u_10b813b9e71d2e47,ironia,kast,kast,esporadico
1,0.55,0.0,u_35f6554a6b10ff8a,ironia,kaiser,kaiser,esporadico
2,0.5249999999999999,1.0,u_163b729128e85760,desprecio,kast,kast,recurrente
15,0.4233333333333334,0.8666666666666667,u_79c8ea030010db5c,desprecio,kast,kast,activo
