n_comentarios,polarizacion_media,pct_negativo,author_hash,emocion_dominante,candidato_mas_frecuente,candidato_principal,tipo_autor
1,0.35,0.0,u_01cea9c1c7dbcb91,desprecio,kast,kast,esporadico
2,0.45,0.5,u_33e1b5ee0b5c9b37,desprecio,kaiser,empate,recurrente
4,0.3,0.25,u_488ad282e4ad7904,ninguna,jara,empate,recurrente
1,0.2,0.0,u_e68d3c1b4b3185e9,ninguna,jara,jara,esporadico
1,0.55,1.0,u_2005b50c5a4b5b44,desprecio,"matthei, jara",empate,esporadico
1,0.55,1.0,u_ebd3156bbf58d9e2,miedo,"kast, kaiser",empate,esporadico
3,0.4166666666666667,1.0,u_0a24c04c22a92528,desprecio,jara,jara,recurrente
3,0.4166666666666667,1.0,u_927ff8214dc8228c,indignacion,"kast, jara",kast,recurrente
1,0.5,1.0,u_64270d86acd0b22b,ninguna,kast,kast,esporadico
1,0.2,1.0,u_4a6d5cdaebc7a9a6,miedo,kast,kast,esporadico
2,0.325,0.5,u_ab8d05b582e65c50,ninguna,kast,kast,recurrente
1,0.25,0.0,u_1900dbe24b3fc575,indignacion,kast,kast,esporadico
1,0.7,1.0,u_0ac8bfb32ccc35a6,desprecio,kast,kast,esporadico
32,0.32656250000000003,0.53125,u_d9392a0a469dd4e5,desprecio,jara,jara,hiperactivo
1,0.55,1.0,u_546523f4bb1106f0,desprecio,"kast, jara",empate,esporadico
3,0.43333333333333335,1.0,u_8a36353b6daffa9e,desprecio,kast,kast,recurrente
1,0.2,0.0,u_9d49543c4ca0593c,ninguna,jara,jara,esporadico
1,0.45,1.0,u_94d81ab04594edf5,ironia,kast,kast,esporadico
1,0.15,1.0,u_40f59d9d86e45543,ironia,kast,kast,esporadico
1,0.45,1.0,u_d39491c9bead9235,ironia,jara,jara,esporadico
1,0.35,0.0,u_897982b242a1c709,ironia,jara,jara,esporadico
1,0.4,0.0,u_e63e878e8d2beb45,ninguna,kast,kast,esporadico
7,0.4928571428571429,0.8571428571428571,u_4640ece9f196b31d,desprecio,kast,kast,activo
1,0.25,0.0,u_27224e744ccde067,ironia,kaiser,kaiser,esporadico
1,0.4,0.0,u_f63e1c1aa51628e1,indignacion,matthei,matthei,esporadico
1,0.45,0.0,u_5fd3eb1005c2c534,desprecio,kast,kast,esporadico
2,0.575,1.0,u_4e5296937ac6d559,desprecio,jara,empate,recurrente
2,0.625,1.0,u_3ac5d4a309745167,desprecio,jara,empate,recurrente
1,0.6,1.0,u_ae5fbd4b1e88d4e9,indignacion,kast,kast,esporadico
1,0.5,1.0,u_b31f72d7cc158dc3,desprecio,jara,jara,esporadico
2,0.3,1.0,u_63a132081126ef0b,indignacion,kaiser,empate,recurrente
1,0.65,1.0,u_905b8f665aa77ace,desprecio,kaiser,kaiser,esporadico
1,0.45,1.0,u_525075ecf6dc6bb1,indignacion,"kast, jara",empate,esporadico
1,0.6,1.0,u_701f9e28c2ce4b92,indignacion,kast,kast,esporadico
62,0.34516129032258064,0.5806451612903226,u_7252cf408fb3d448,ironia,jara,jara,hiperactivo
1,0.5,1.0,u_63e5afa9ac73b2f7,ironia,jara,jara,esporadico
1,0.55,1.0,u_32d563070e1a8435,ninguna,jara,jara,esporadico
2,0.175,0.0,u_4bf450ef07a28958,desprecio,jara,jara,recurrente
2,0.375,0.5,u_7b8fc1b7cfa9f114,ninguna,kaiser,empate,recurrente
13,0.27307692307692305,0.6153846153846154,u_5a01ff55808957a1,indignacion,"kast, jara",jara,activo
2,0.5,1.0,u_f456909450e4625a,desprecio,kast,kast,recurrente
1,0.35,0.0,u_cc35282866fce407,desprecio,kast,kast,esporadico
1,0.3,0.0,u_feb42300aed29a79,ninguna,matthei,matthei,esporadico
2,0.625,1.0,u_4a148423025262d9,desprecio,kaiser,empate,recurrente
2,0.575,1.0,u_6cbd3a2556a34444,desprecio,kast,kast,recurrente
4,0.475,0.75,u_ff2cda113073b95d,desprecio,jara,jara,recurrente
5,0.45999999999999996,0.6,u_6d1268c9b102bce5,ironia,kast,kast,recurrente
1,0.6,1.0,u_40ecbdd794a3edce,desprecio,kast,kast,esporadico
3,0.4833333333333334,1.0,u_2dc76b1cb87d4172,ironia,kast,kast,recurrente
4,0.55,1.0,u_75dcf5e64136d7f3,desprecio,jara,jara,recurrente
3,0.5666666666666668,0.6666666666666666,u_1a526a0f3a258d83,desprecio,jara,jara,recurrente
1,0.5,1.0,u_01d3105897cc1cf6,ninguna,matthei,matthei,esporadico
2,0.3,1.0,u_ac8d91ba13cbbc56,indignacion,kast,empate,recurrente
4,0.35,0.5,u_8c54c19361404283,desprecio,kast,kast,recurrente
1,0.55,1.0,u_2e30338cadd92b8a,desprecio,kast,kast,esporadico
1,0.45,1.0,u_f1e346798c9d428b,indignacion,kast,kast,esporadico
2,0.575,1.0,u_d3ff974fcaaec014,desprecio,kast,kast,recurrente
2,0.575,1.0,u_5a836d7daa1f0a22,desprecio,jara,jara,recurrente
1,0.35,1.0,u_80c6d2cae53aab41,indignacion,"kast, kaiser, jara",empate,esporadico
1,0.15,0.0,u_503f0278b00f539f,ninguna,matthei,matthei,esporadico
1,0.7,1.0,u_004e65617400a78c,desprecio,jara,jara,esporadico
1,0.7,1.0,u_bc06092b65d2c569,desprecio,kast,kast,esporadico
2,0.5,1.0,u_c77647bcef912712,ira,kast,kast,recurrente
2,0.42500000000000004,0.5,u_fe29a733103c6e66,desprecio,jara,empate,recurrente
1,0.5,1.0,u_404ecd43d9eb5510,ironia,kast,kast,esporadico
2,0.42500000000000004,1.0,u_37d11b0004bb70d1,ironia,jara,empate,recurrente
1,0.35,1.0,u_918cecc0d12e9a15,miedo,kast,kast,esporadico
1,0.85,1.0,u_3076afa78ea3bfc4,ira,kast,kast,esporadico
8,0.41875,0.5,u_4239a35af98a88eb,desprecio,jara,empate,activo
1,0.2,0.0,u_2f1f7b475981c662,ninguna,jara,jara,esporadico
1,0.5,1.0,u_1c3237604231c330,indignacion,kast,kast,esporadico
1,0.4,0.0,u_23b8f484f25b934e,ironia,matthei,matthei,esporadico
1,0.45,1.0,u_551496e15dac20ec,desprecio,kaiser,kaiser,esporadico
1,0.25,0.0,u_1852a3c81adb4d62,ironia,jara,jara,esporadico
6,0.3333333333333333,0.8333333333333334,u_064bd84587ccef6b,indignacion,jara,jara,activo
1,0.4,1.0,u_942811709fbbb897,desprecio,kast,kast,esporadico
1,0.55,1.0,u_7a68c97356cbef3d,miedo,kast,kast,esporadico
1,0.45,1.0,u_6b63eb816d80b169,indignacion,"kast, jara",empate,esporadico
2,0.55,0.0,u_cf28de0e2ec78949,desprecio,jara,empate,recurrente
1,0.25,0.0,u_ad18a5815ee0f045,desprecio,jara,jara,esporadico
2,0.525,1.0,u_8fc6830c3235ac94,desprecio,jara,jara,recurrente
4,0.575,1.0,u_5a8336f849afa532,desprecio,kaiser,kaiser,recurrente
1,0.45,1.0,u_bf9164a5dd398fc5,ironia,kast,kast,esporadico
1,0.3,0.0,u_205558b38fbc771b,ninguna,jara,jara,esporadico
1,0.4,1.0,u_f16bd5a90e5f5d68,ninguna,"kast, jara",empate,esporadico
1,0.3,0.0,u_39523227e94f4b46,ninguna,"kast, kaiser",empate,esporadico
1,0.5,0.0,u_24168b0dc25381d6,alegria,kast,kast,esporadico
3,0.35000000000000003,1.0,u_4fb6f4df7e397e57,indignacion,"kast, matthei, jara",empate,recurrente
2,0.5,1.0,u_6e26fb72baf3ea10,desprecio,kast,kast,recurrente
1,0.15,0.0,u_db28a8829fff6c6e,ninguna,jara,jara,esporadico
1,0.35,1.0,u_dc78ea315dbf790d,desprecio,"kast, matthei",empate,esporadico
1,0.65,1.0,u_b40744886a75e4ba,desprecio,kast,kast,esporadico
1,0.25,0.0,u_6bdbd5e54b3e0dc6,ninguna,kast,kast,esporadico
1,0.1,0.0,u_beaad0ad361d692e,ironia,jara,jara,esporadico
1,0.1,0.0,u_da7d0022146ea8a8,ironia,kast,kast,esporadico
3,0.4833333333333334,0.6666666666666666,u_5277840d83c4c3dc,desprecio,kast,kast,recurrente
2,0.6,0.5,u_7d9d714eb26c2390,desprecio,kaiser,empate,recurrente
6,0.35000000000000003,0.3333333333333333,u_38b0eb0f1225ae10,ironia,kast,kast,activo
6,0.375,0.5,u_921c52979c6a2ec4,miedo,jara,jara,activo
1,0.6,1.0,u_5e046b803bec051a,indignacion,kast,kast,esporadico
2,0.55,1.0,u_6cdfec94eb12d75e,desprecio,kast,kast,recurrente
28,0.4089285714285714,0.6428571428571429,u_51ec039c4fdb059c,ironia,kast,kast,hiperactivo
1,0.1,0.0,u_2d3419cac942c8e5,ironia,kast,kast,esporadico
1,0.2,0.0,u_9879b9efa1c1e8e8,ironia,kast,kast,esporadico
1,0.15,0.0,u_0edbe32655683a18,ninguna,jara,jara,esporadico
5,0.38,0.6,u_a8e7939b9aafae01,ironia,jara,empate,recurrente
1,0.55,1.0,u_9094d67c6cb1d004,desprecio,"kast, kaiser",empate,esporadico
1,0.5,1.0,u_d9610f301f20faaa,indignacion,kast,kast,esporadico
3,0.5333333333333333,0.6666666666666666,u_6c8b10ff7f3bd6a4,desprecio,kast,empate,recurrente
3,0.6166666666666667,0.6666666666666666,u_91198873a7c4e45e,desprecio,jara,jara,recurrente
1,0.35,1.0,u_bc42e760461066ea,ironia,kast,kast,esporadico
1,0.55,1.0,u_7ea5ad9fd814150c,desprecio,"kast, jara",empate,esporadico
1,0.15,0.0,u_5f0b02948613e40c,ninguna,"kast, matthei",empate,esporadico
1,0.2,0.0,u_4c54792360ffc4a4,ninguna,kast,kast,esporadico
1,0.3,0.0,u_2c7f9cca0fab7eb1,desprecio,kaiser,kaiser,esporadico
1,0.2,1.0,u_958ee410e79ada23,indignacion,"kast, jara",empate,esporadico
3,0.4166666666666667,0.6666666666666666,u_5941d0e5e746a2a5,desprecio,kast,kast,recurrente
1,0.65,1.0,u_a90f25616ba5951d,ira,kaiser,kaiser,esporadico
3,0.4833333333333334,1.0,u_8853948d41d5ca11,indignacion,kast,kast,recurrente
5,0.32,0.8,u_2ea6597103dbd56f,desprecio,kast,kast,recurrente
1,0.4,1.0,u_4881c6a606bf7e6f,indignacion,"kast, jara",empate,esporadico
1,0.25,0.0,u_88497eb995e2c7f1,ninguna,kaiser,kaiser,esporadico
2,0.425,1.0,u_9420ecdae201111d,ira,kast,kast,recurrente
1,0.55,1.0,u_51a6696b205ef068,ironia,matthei,matthei,esporadico
9,0.2777777777777778,0.5555555555555556,u_3a9b3907064abb52,indignacion,"kast, jara",kast,activo
3,0.5166666666666667,0.6666666666666666,u_707f8580327d293a,desprecio,kaiser,kaiser,recurrente
10,0.255,0.2,u_c2d5e551481ec30d,ninguna,kaiser,kaiser,activo
3,0.4666666666666666,0.6666666666666666,u_3ecd6723dec964a8,desprecio,kast,kast,recurrente
1,0.35,1.0,u_af08b5c2be2f4a15,ironia,kast,kast,esporadico
2,0.425,0.5,u_d7f0e32b606a128e,ironia,kaiser,empate,recurrente
3,0.5166666666666667,0.6666666666666666,u_c8689812272d1a2a,desprecio,jara,jara,recurrente
2,0.44999999999999996,0.5,u_915d6a12bb2311c5,esperanza,kast,empate,recurrente
1,0.4,0.0,u_b929641be8384b3b,ninguna,jara,jara,esporadico
1,0.1,0.0,u_d24bcf2ffa10e5ed,ninguna,jara,jara,esporadico
1,0.65,1.0,u_838a3c633270d33f,indignacion,jara,jara,esporadico
1,0.65,1.0,u_e8208989191a7922,ira,kaiser,kaiser,esporadico
1,0.35,1.0,u_89a5b3f76e83188d,indignacion,kast,kast,esporadico
7,0.4571428571428572,0.5714285714285714,u_841911b482b5207d,desprecio,kast,kast,activo
1,0.3,0.0,u_29c4df71e195e537,ninguna,kast,kast,esporadico
2,0.65,1.0,u_c89cca666a4b437c,desprecio,jara,empate,recurrente
1,0.3,0.0,u_9998ea8c356e0a9c,desprecio,"kast, jara",empate,esporadico
14,0.5178571428571429,0.7142857142857143,u_e7d2473027dca678,desprecio,jara,jara,activo
1,0.6,1.0,u_68f48a90c76f2e7a,desprecio,kast,kast,esporadico
1,0.45,0.0,u_b9c91bfcfdb4d977,esperanza,kast,kast,esporadico
13,0.5,0.7692307692307693,u_6983b3a18b9990c4,desprecio,kast,kast,activo
3,0.39999999999999997,0.6666666666666666,u_674f34af9b9d276d,desprecio,jara,empate,recurrente
1,0.4,1.0,u_7a421b1544221c29,indignacion,"kast, jara",empate,esporadico
1,0.75,1.0,u_1f1187367f33f13a,ironia,"kast, jara",empate,esporadico
1,0.35,0.0,u_697ca3f08e591c03,ninguna,"kast, kaiser, matthei, jara",empate,esporadico
2,0.375,0.5,u_4fd8ce9b71d3291c,desprecio,kast,kast,recurrente
6,0.35833333333333334,0.5,u_615c9885ece1b15f,ninguna,kast,kast,activo
1,0.65,1.0,u_a98b104935b1129c,desprecio,kast,kast,esporadico
2,0.42500000000000004,0.5,u_9c4b6bc5c447f595,ninguna,kast,kast,recurrente
7,0.4642857142857143,0.8571428571428571,u_22278de9bc6a6f1b,indignacion,jara,jara,activo
1,0.3,0.0,u_d6a948e52284f6ff,miedo,kast,kast,esporadico
2,0.4,1.0,u_ca28e537caba6f47,desprecio,kast,kast,recurrente
2,0.6000000000000001,1.0,u_ca0486e6978224db,desprecio,jara,jara,recurrente
1,0.4,1.0,u_19da2d526147d556,indignacion,kast,kast,esporadico
1,0.5,1.0,u_0b9fe87d0e1d41f0,indignacion,kaiser,kaiser,esporadico
4,0.36250000000000004,0.25,u_616e422e09234e74,ninguna,kast,kast,recurrente
2,0.575,1.0,u_dbd93a8ccc203f72,desprecio,"kast, jara",empate,recurrente
1,0.1,0.0,u_4c18317157a18e67,desprecio,jara,jara,esporadico
2,0.325,0.5,u_07bf13eac2b9d073,indignacion,jara,jara,recurrente
1,0.3,0.0,u_26079593ea3fd345,miedo,jara,jara,esporadico
1,0.35,0.0,u_afe0c6ebdcdc8a02,ironia,kast,kast,esporadico
1,0.7,1.0,u_eb1ef9a8c7dca02b,ira,"kast, jara",empate,esporadico
5,0.45999999999999996,0.6,u_559e59e5e9f4f01b,indignacion,kast,kast,recurrente
4,0.4125,0.75,u_c8bd566309a78251,indignacion,kast,kast,recurrente
1,0.25,0.0,u_47a641c2c2b6d7b3,indignacion,jara,jara,esporadico
1,0.4,1.0,u_6c64ce9dd4330182,indignacion,kast,kast,esporadico
1,0.2,0.0,u_f92fcaadc75c9f24,ninguna,kast,kast,esporadico
1,0.7,1.0,u_83ccd306c352c9ca,indignacion,kast,kast,esporadico
1,0.15,1.0,u_49b8b094c8341812,miedo,"kast, kaiser, matthei, jara",empate,esporadico
1,0.1,0.0,u_f9c6cbd312c13f56,desprecio,kast,kast,esporadico
1,0.6,1.0,u_8ca16a8f989f1788,desprecio,kast,kast,esporadico
2,0.275,0.0,u_7d9f0fdb2df5cad0,desprecio,jara,jara,recurrente
1,0.25,0.0,u_1fac384455e6cbbd,miedo,jara,jara,esporadico
5,0.37,0.6,u_3c9fa99cb0d2cb7b,ninguna,jara,jara,recurrente
1,0.6,1.0,u_3055ed37e5c51c71,desprecio,kast,kast,esporadico
2,0.4,0.5,u_e20088e8b2455077,esperanza,kaiser,kaiser,recurrente
1,0.4,1.0,u_73ba1969d3f47b12,ironia,kast,kast,esporadico
2,0.3,1.0,u_f910de37bfacd31d,ironia,kast,kast,recurrente
1,0.55,1.0,u_2f1a7d5194cf273f,indignacion,jara,jara,esporadico
2,0.375,0.5,u_240a9218a71847e4,indignacion,kast,kast,recurrente
2,0.15000000000000002,0.5,u_fc62e383460bf35b,indignacion,kaiser,empate,recurrente
5,0.5599999999999999,0.8,u_d44ce73624d043a0,desprecio,kast,kast,recurrente
4,0.5,1.0,u_fc077d04ba28f073,indignacion,jara,empate,recurrente
42,0.40595238095238095,0.8333333333333334,u_314f56332e492eef,indignacion,jara,empate,hiperactivo
1,0.2,0.0,u_d8ae26078c3cf442,ironia,jara,jara,esporadico
1,0.35,1.0,u_6bd75df78ee498b1,desprecio,jara,jara,esporadico
2,0.65,0.5,u_3dab18681409e296,desprecio,jara,empate,recurrente
6,0.47500000000000003,0.8333333333333334,u_867934e95fd65b06,indignacion,kast,empate,activo
1,0.15,0.0,u_cb888f9f2dcae1e4,ninguna,"kast, kaiser, jara",empate,esporadico
2,0.25,0.0,u_1b6e99fb8731ae3f,desprecio,kaiser,empate,recurrente
2,0.55,1.0,u_98d34a2ecbd01d8d,desprecio,kaiser,empate,recurrente
2,0.45,1.0,u_d1badce28958f573,indignacion,kast,kast,recurrente
1,0.65,1.0,u_e1b40696e2a371b3,indignacion,jara,jara,esporadico
1,0.3,0.0,u_2f05849360a84fbb,desprecio,jara,jara,esporadico
4,0.4875,1.0,u_13ea1e30984963ce,desprecio,kast,kast,recurrente
18,0.5472222222222222,0.9444444444444444,u_fe912a2ffb700dc0,desprecio,kast,kast,activo
1,0.55,1.0,u_d322c48cfc8557be,ironia,kast,kast,esporadico
15,0.45666666666666667,0.6,u_0a2b29cc424d23b6,desprecio,kast,kast,activo
1,0.35,0.0,u_6d5c14dc681c25eb,ironia,kast,kast,esporadico
1,0.3,0.0,u_37dbd8b7a4ccc4b0,esperanza,jara,jara,esporadico
1,0.45,1.0,u_74ee504ad87414b4,ironia,matthei,matthei,esporadico
2,0.3,0.5,u_3fda127481ab2c68,indignacion,kast,kast,recurrente
1,0.6,1.0,u_005b479428c37903,ironia,kast,kast,esporadico
1,0.25,0.0,u_b834df06a9753f95,desprecio,kast,kast,esporadico
2,0.55,0.5,u_bc9a1d1d3d64ee6d,desprecio,kaiser,empate,recurrente
1,0.35,0.0,u_58fb8f684323015e,indignacion,"kast, jara",empate,esporadico
1,0.45,1.0,u_f61b052752221587,ironia,matthei,matthei,esporadico
1,0.65,1.0,u_e0986f8f00059194,indignacion,kast,kast,esporadico
2,0.425,1.0,u_0e972430c5211849,indignacion,kaiser,kaiser,recurrente
1,0.55,1.0,u_a79124957bfda82f,indignacion,kast,kast,esporadico
1,0.3,0.0,u_eb6b0da15d2434c9,miedo,matthei,matthei,esporadico
2,0.35000000000000003,0.5,u_4e6a3ac025d3d7e0,desprecio,jara,empate,recurrente
1,0.3,1.0,u_64d56faf3086d811,indignacion,"kast, jara",empate,esporadico
9,0.33888888888888885,0.7777777777777778,u_f56c83b338beb8e9,indignacion,jara,jara,activo
2,0.375,0.5,u_f6901718531f50f4,ironia,kast,kast,recurrente
2,0.15000000000000002,0.0,u_c3c2e6a06add34c8,ninguna,jara,empate,recurrente
1,0.75,1.0,u_c289d66c42c8a578,ira,jara,jara,esporadico
1,0.3,0.0,u_29a6b17cef547eb8,ninguna,jara,jara,esporadico
2,0.325,1.0,u_fecefb98b7e7dde9,desprecio,kast,kast,recurrente
1,0.25,0.0,u_0c98d5ebea1740d5,ninguna,jara,jara,esporadico
1,0.4,1.0,u_e575fc4d2f7f9888,ninguna,kast,kast,esporadico
1,0.65,1.0,u_25d0c13188bb7297,desprecio,jara,jara,esporadico
1,0.65,0.0,u_27928082c79f8995,desprecio,kaiser,kaiser,esporadico
1,0.35,1.0,u_501e6e681aa65faa,desprecio,kast,kast,esporadico
1,0.6,1.0,u_acba3e34fb3bfd85,desprecio,kast,kast,esporadico
19,0.46315789473684216,0.7894736842105263,u_ccb8fc05068783eb,desprecio,kast,kast,activo
2,0.6000000000000001,1.0,u_67953544a442cf49,ira,jara,jara,recurrente
1,0.7,1.0,u_7ecad87a3d71f909,alegria,"kast, jara",empate,esporadico
5,0.31,0.4,u_c25b5fab43b00e5a,miedo,jara,jara,recurrente
12,0.4375,1.0,u_08eee19b15ba8a20,ironia,kast,kast,activo
1,0.25,0.0,u_83c14df7ebf8e8a6,miedo,kast,kast,esporadico
1,0.3,1.0,u_9865462301b8c20a,indignacion,"kast, matthei",empate,esporadico
2,0.25,0.0,u_6c602f921453aa3a,desprecio,jara,empate,recurrente
1,0.45,1.0,u_70b6fc032909df57,ironia,kast,kast,esporadico
7,0.37857142857142856,0.42857142857142855,u_c23c143463ef5ab4,desprecio,"kast, jara",kast,activo
1,0.15,1.0,u_11b99ba62a35b1fe,indignacion,"kast, jara",empate,esporadico
1,0.1,0.0,u_18dd81018c1de7f2,ninguna,kast,kast,esporadico
1,0.1,0.0,u_6f048d0909a71cc1,ninguna,"kast, jara",empate,esporadico
1,0.35,1.0,u_522a7a15609c21b1,desprecio,kast,kast,esporadico
4,0.3375,1.0,u_583c02c3e530c1d7,ironia,jara,kast,recurrente
1,0.5,1.0,u_38c8bdab7318a50e,indignacion,kast,kast,esporadico
2,0.47500000000000003,0.5,u_82eed618e835e7a0,desprecio,kast,kast,recurrente
1,0.3,1.0,u_10aa8e5d65b3094f,indignacion,kast,kast,esporadico
1,0.2,0.0,u_f8bf950119fddc18,miedo,kaiser,kaiser,esporadico
2,0.44999999999999996,1.0,u_f14534a0d6d4bf3f,desprecio,kaiser,empate,recurrente
10,0.53,0.9,u_9daa54e0676f492b,desprecio,kast,kast,activo
1,0.4,0.0,u_cb76c089f8a0bbc7,ninguna,kast,kast,esporadico
1,0.35,1.0,u_32a545e0446ab08c,indignacion,kast,kast,esporadico
4,0.5125,1.0,u_a88227dc8432587b,indignacion,kast,kast,recurrente
3,0.4166666666666667,0.6666666666666666,u_7c218fa979a165b2,desprecio,kaiser,kast,recurrente
2,0.425,1.0,u_84b15cccc3910d50,indignacion,jara,empate,recurrente
1,0.45,1.0,u_80ba06a58f618af6,indignacion,kast,kast,esporadico
6,0.5166666666666667,1.0,u_e633c34aed12f719,indignacion,kast,kast,activo
7,0.4785714285714286,0.5714285714285714,u_b7dc9566233fe795,ironia,kast,kast,activo
1,0.6,1.0,u_c1ae74e83ea30d67,desprecio,"kaiser, matthei",empate,esporadico
1,0.2,1.0,u_2775ddcb8585622c,ironia,"kast, jara",empate,esporadico
3,0.65,1.0,u_9fb31fac91d81006,desprecio,jara,jara,recurrente
7,0.34285714285714286,0.5714285714285714,u_e955578995cfffd0,ironia,kast,kast,activo
14,0.42142857142857143,0.6428571428571429,u_fc92316777b6870a,indignacion,kast,kast,activo
1,0.3,0.0,u_fee9a2d7488abc5b,ninguna,kaiser,kaiser,esporadico
1,0.35,1.0,u_1e34989dfde4e47f,desprecio,"kaiser, jara",empate,esporadico
6,0.35000000000000003,0.6666666666666666,u_7f80e6b93022ee62,ninguna,"kast, jara",empate,activo
1,0.8,1.0,u_3b3c906b85b097a2,indignacion,kaiser,kaiser,esporadico
1,0.6,1.0,u_1b8f205ef788acb5,indignacion,jara,jara,esporadico
2,0.525,0.5,u_d253db93c51d21cc,desprecio,kaiser,empate,recurrente
2,0.35,0.0,u_4c8b8e1188460277,desprecio,kast,kast,recurrente
1,0.45,0.0,u_0b0107acfbfef3dc,ironia,kast,kast,esporadico
1,0.4,1.0,u_545f2bad4c312149,ninguna,jara,jara,esporadico
1,0.3,0.0,u_3a1175313c02d46f,desprecio,"kast, jara",empate,esporadico
2,0.32499999999999996,0.5,u_b4556c7a21f7376e,desprecio,kast,kast,recurrente
1,0.55,1.0,u_0141f651026401d4,desprecio,kast,kast,esporadico
4,0.3625,0.5,u_a7b7aa82f48b963f,indignacion,kast,kast,recurrente
1,0.5,1.0,u_228d51413c6bfbce,ironia,jara,jara,esporadico
3,0.21666666666666667,0.3333333333333333,u_fa18505f590fd055,desprecio,kaiser,kast,recurrente
2,0.4,0.0,u_a5be3f9abb199b9e,desprecio,jara,empate,recurrente
6,0.39999999999999997,0.8333333333333334,u_64acff34a4943495,ninguna,kast,kast,activo
1,0.45,1.0,u_a5d6f718f9be6e77,ninguna,kaiser,kaiser,esporadico
1,0.5,0.0,u_18a629fd83cb767e,desprecio,kast,kast,esporadico
5,0.49000000000000005,0.8,u_4b40d54065d4c7ff,desprecio,kast,kast,recurrente
3,0.4666666666666666,1.0,u_1323cfc32bcaa3d5,indignacion,kast,kast,recurrente
1,0.45,1.0,u_8f77a009631e8741,indignacion,jara,jara,esporadico
2,0.4,0.5,u_729bf1e42064f3d1,indignacion,kast,empate,recurrente
1,0.35,0.0,u_e530360d61db9405,desprecio,kaiser,kaiser,esporadico
1,0.5,1.0,u_79bcb207a37bd604,ninguna,kast,kast,esporadico
1,0.55,1.0,u_dcdb97f02712e356,ironia,kast,kast,esporadico
1,0.15,1.0,u_769237d97a95e2fa,ironia,"kast, kaiser, matthei",empate,esporadico
1,0.15,0.0,u_07a8d424e3c0bf7d,ninguna,kast,kast,esporadico
1,0.35,0.0,u_da3b5372e80039da,indignacion,jara,jara,esporadico
1,0.45,0.0,u_faec68b147d3f0e0,desprecio,jara,jara,esporadico
8,0.40625,0.625,u_ba034e5be32a2db7,desprecio,kast,kast,activo
1,0.55,1.0,u_29d92e1c7717e553,ironia,kast,kast,esporadico
1,0.45,1.0,u_5bbf9411512ea541,indignacion,kast,kast,esporadico
8,0.39375000000000004,0.75,u_b69f7b2b577962cd,indignacion,jara,jara,activo
2,0.325,0.5,u_cab12dc49dd93c60,ironia,kast,kast,recurrente
1,0.35,0.0,u_06bd30ef6913fe52,miedo,kast,kast,esporadico
2,0.4,0.5,u_995b15457be32771,ironia,jara,empate,recurrente
1,0.25,0.0,u_1db133582bfc56de,ninguna,kast,kast,esporadico
4,0.32499999999999996,0.25,u_bdd2d7cfff5892d8,desprecio,kast,kast,recurrente
4,0.4,1.0,u_18305a9dd338c6c7,indignacion,kaiser,empate,recurrente
1,0.3,1.0,u_39c31d43da090f29,indignacion,"kast, matthei",empate,esporadico
1,0.6,0.0,u_6e01d51b2f03ab16,alegria,kast,kast,esporadico
4,0.4375,1.0,u_58c563173f7e47e4,desprecio,kast,kast,recurrente
2,0.3,0.5,u_e205b37b051c371b,indignacion,kast,kast,recurrente
1,0.45,1.0,u_d4a5b759a6f676cb,indignacion,"matthei, jara",empate,esporadico
2,0.55,1.0,u_902fad3eda11d72d,desprecio,kaiser,empate,recurrente
1,0.65,1.0,u_64db14e36302ba51,indignacion,jara,jara,esporadico
1,0.3,0.0,u_6e3a95c0d07ecd14,indignacion,kast,kast,esporadico
2,0.35,1.0,u_9039b01e6c5b38a5,desprecio,kast,kast,recurrente
2,0.25,0.0,u_6fc78272a9f1473a,desprecio,kast,empate,recurrente
1,0.2,0.0,u_edfbab247c822974,ironia,kast,kast,esporadico
1,0.55,1.0,u_5f39509f2f10de8a,miedo,kast,kast,esporadico
1,0.6,1.0,u_b2cb7e5e47bf2232,indignacion,kast,kast,esporadico
7,0.4642857142857143,0.8571428571428571,u_b472f9c2d942edc7,ninguna,kast,empate,activo
1,0.35,1.0,u_def61b7581ab3bb4,indignacion,"kast, jara",empate,esporadico
6,0.5166666666666667,0.8333333333333334,u_daae2d1b5bf5e63c,desprecio,kast,kast,activo
1,0.35,1.0,u_52d68e7ef081ac56,esperanza,kast,kast,esporadico
2,0.625,1.0,u_dae4069c0717e141,desprecio,jara,empate,recurrente
1,0.8,1.0,u_44387a9b525024ca,desprecio,jara,jara,esporadico
2,0.375,1.0,u_4f4bc2c81b7213eb,ironia,jara,jara,recurrente
1,0.55,1.0,u_f64c55e0c7cdf4da,desprecio,"kast, matthei, jara",empate,esporadico
1,0.3,1.0,u_eb456e55199676c3,desprecio,jara,jara,esporadico
1,0.2,0.0,u_09caab9e044efb6c,esperanza,"kaiser, jara",empate,esporadico
1,0.65,0.0,u_4f84a38c739da1f4,ironia,kaiser,kaiser,esporadico
8,0.5125,0.75,u_dcc36bb42317753e,indignacion,kast,kast,activo
1,0.5,1.0,u_31cde17fa232f252,ninguna,jara,jara,esporadico
1,0.45,0.0,u_537c7c7c18019d2f,desprecio,kaiser,kaiser,esporadico
1,0.5,1.0,u_99a9486a7ac81ce9,ironia,kast,kast,esporadico
1,0.55,1.0,u_b67c3f4755a0a36a,desprecio,jara,jara,esporadico
