document,chars,sents,tokens,types,puncts,numbers,symbols,urls,tags,emojis
text2370,NA,NA,9,9,0,0,0,0,0,0
text2371,NA,NA,8,8,0,0,0,0,0,0
text2372,NA,NA,74,60,0,0,0,0,0,0
text2373,NA,NA,0,0,0,0,0,0,0,0
text2374,NA,NA,19,17,0,0,0,0,0,0
text2375,NA,NA,6,6,0,0,0,0,0,0
text2376,NA,NA,9,9,0,0,0,0,0,0
text2377,NA,NA,7,7,0,0,0,0,0,0
text2378,NA,NA,11,11,0,0,0,0,0,0
text2379,NA,NA,10,10,0,0,0,0,0,0
text2380,NA,NA,17,13,0,0,0,0,0,0
text2381,NA,NA,87,71,0,0,0,0,0,0
text2382,NA,NA,7,7,0,0,0,0,0,0
text2383,NA,NA,21,19,0,0,0,0,0,0
text2384,NA,NA,9,9,0,0,0,0,0,0
text2385,NA,NA,8,8,0,0,0,0,0,0
text2386,NA,NA,7,7,0,0,0,0,0,0
text2387,NA,NA,7,7,0,0,0,0,0,0
text2388,NA,NA,12,12,0,0,0,0,0,0
text2389,NA,NA,9,9,0,0,0,0,0,0
text2390,NA,NA,14,14,0,0,0,0,0,0
text2391,NA,NA,10,10,0,0,0,0,0,0
text2392,NA,NA,7,7,0,0,0,0,0,0
text2393,NA,NA,762,450,0,0,0,0,0,0
text2394,NA,NA,28,21,0,0,0,0,0,0
text2395,NA,NA,9,8,0,0,0,0,0,0
text2396,NA,NA,12,12,0,0,0,0,0,0
text2397,NA,NA,8,8,0,0,0,0,0,0
text2398,NA,NA,6,6,0,0,0,0,0,0
text2399,NA,NA,8,8,0,0,0,0,0,0
text2400,NA,NA,5,5,0,0,0,0,0,0
text2401,NA,NA,34,27,0,0,0,0,0,0
text2402,NA,NA,10,10,0,0,0,0,0,0
text2403,NA,NA,45,34,0,0,0,0,0,0
text2404,NA,NA,5,5,0,0,0,0,0,0
text2405,NA,NA,98,57,0,0,0,0,0,0
text2406,NA,NA,123,95,0,0,0,0,0,0
text2407,NA,NA,5,5,0,0,0,0,0,0
text2408,NA,NA,8,8,0,0,0,0,0,0
text2409,NA,NA,6,6,0,0,0,0,0,0
text2410,NA,NA,10,10,0,0,0,0,0,0
text2411,NA,NA,13,12,0,0,0,0,0,0
text2412,NA,NA,5,5,0,0,0,0,0,0
text2413,NA,NA,25,23,0,0,0,0,0,0
text2414,NA,NA,4,4,0,0,0,0,0,0
text2415,NA,NA,7,7,0,0,0,0,0,0
text2416,NA,NA,12,12,0,0,0,0,0,0
text2417,NA,NA,9,9,0,0,0,0,0,0
text2418,NA,NA,14,14,0,0,0,0,0,0
text2419,NA,NA,10,10,0,0,0,0,0,0
text2420,NA,NA,8,8,0,0,0,0,0,0
text2421,NA,NA,7,7,0,0,0,0,0,0
text2422,NA,NA,7,7,0,0,0,0,0,0
text2423,NA,NA,8,8,0,0,0,0,0,0
text2424,NA,NA,48,38,0,0,0,0,0,0
text2425,NA,NA,94,74,0,0,0,0,0,0
text2426,NA,NA,165,110,0,0,0,0,0,0
text2427,NA,NA,7,7,0,0,0,0,0,0
text2428,NA,NA,12,12,0,0,0,0,0,0
text2429,NA,NA,52,50,0,0,0,0,0,0
text2430,NA,NA,6,6,0,0,0,0,0,0
text2431,NA,NA,14,11,0,0,0,0,0,0
text2432,NA,NA,4,4,0,0,0,0,0,0
text2433,NA,NA,12,11,0,0,0,0,0,0
text2434,NA,NA,1,1,0,0,0,0,0,0
text2435,NA,NA,31,20,0,0,0,0,0,0
text2436,NA,NA,3,3,0,0,0,0,0,0
text2437,NA,NA,4,4,0,0,0,0,0,0
text2438,NA,NA,14,13,0,0,0,0,0,0
text2439,NA,NA,78,65,0,0,0,0,0,0
text2440,NA,NA,9,9,0,0,0,0,0,0
text2441,NA,NA,13,13,0,0,0,0,0,0
text2442,NA,NA,9,9,0,0,0,0,0,0
text2443,NA,NA,35,28,0,0,0,0,0,0
text2444,NA,NA,10,10,0,0,0,0,0,0
text2445,NA,NA,8,8,0,0,0,0,0,0
text2446,NA,NA,11,11,0,0,0,0,0,0
text2447,NA,NA,10,10,0,0,0,0,0,0
text2448,NA,NA,10,10,0,0,0,0,0,0
text2449,NA,NA,15,13,0,0,0,0,0,0
text2450,NA,NA,22,20,0,0,0,0,0,0
text2451,NA,NA,30,25,0,0,0,0,0,0
text2452,NA,NA,77,64,0,0,0,0,0,0
text2453,NA,NA,78,59,0,0,0,0,0,0
text2454,NA,NA,6,6,0,0,0,0,0,0
text2455,NA,NA,14,11,0,0,0,0,0,0
text2456,NA,NA,5,5,0,0,0,0,0,0
text2457,NA,NA,4,4,0,0,0,0,0,0
text2458,NA,NA,4,4,0,0,0,0,0,0
text2459,NA,NA,16,12,0,0,0,0,0,0
text2460,NA,NA,102,83,0,0,0,0,0,0
text2461,NA,NA,2,2,0,0,0,0,0,0
text2462,NA,NA,555,323,0,0,0,0,0,0
text2463,NA,NA,145,122,0,0,0,0,0,0
text2464,NA,NA,60,46,0,0,0,0,0,0
text2465,NA,NA,26,20,0,0,0,0,0,0
text2466,NA,NA,6,6,0,0,0,0,0,0
text2467,NA,NA,30,28,0,0,0,0,0,0
text2468,NA,NA,66,59,0,0,0,0,0,0
text2469,NA,NA,149,114,0,0,0,0,0,0
text2470,NA,NA,31,28,0,0,0,0,0,0
text2471,NA,NA,14,13,0,0,0,0,0,0
text2472,NA,NA,9,7,0,0,0,0,0,0
text2473,NA,NA,9,9,0,0,0,0,0,0
text2474,NA,NA,4,4,0,0,0,0,0,0
text2475,NA,NA,6,6,0,0,0,0,0,0
text2476,NA,NA,6,6,0,0,0,0,0,0
text2477,NA,NA,39,34,0,0,0,0,0,0
text2478,NA,NA,11,11,0,0,0,0,0,0
text2479,NA,NA,6,6,0,0,0,0,0,0
text2480,NA,NA,9,9,0,0,0,0,0,0
text2481,NA,NA,9,9,0,0,0,0,0,0
text2482,NA,NA,7,7,0,0,0,0,0,0
text2483,NA,NA,7,7,0,0,0,0,0,0
text2484,NA,NA,18,18,0,0,0,0,0,0
text2485,NA,NA,6,6,0,0,0,0,0,0
text2486,NA,NA,46,37,0,0,0,0,0,0
text2487,NA,NA,7,7,0,0,0,0,0,0
text2488,NA,NA,29,25,0,0,0,0,0,0
text2489,NA,NA,8,8,0,0,0,0,0,0
text2490,NA,NA,67,45,0,0,0,0,0,0
text2491,NA,NA,67,48,0,0,0,0,0,0
text2492,NA,NA,27,23,0,0,0,0,0,0
text2493,NA,NA,30,24,0,0,0,0,0,0
text2494,NA,NA,11,11,0,0,0,0,0,0
text2495,NA,NA,69,56,0,0,0,0,0,0
text2496,NA,NA,125,107,0,0,0,0,0,0
text2497,NA,NA,5,5,0,0,0,0,0,0
text2498,NA,NA,5,5,0,0,0,0,0,0
text2499,NA,NA,51,38,0,0,0,0,0,0
text2500,NA,NA,10,10,0,0,0,0,0,0
text2501,NA,NA,5,5,0,0,0,0,0,0
text2502,NA,NA,21,18,0,0,0,0,0,0
text2503,NA,NA,7,7,0,0,0,0,0,0
text2504,NA,NA,14,14,0,0,0,0,0,0
text2505,NA,NA,107,80,0,0,0,0,0,0
text2506,NA,NA,7,7,0,0,0,0,0,0
text2507,NA,NA,12,12,0,0,0,0,0,0
text2508,NA,NA,95,64,0,0,0,0,0,0
text2509,NA,NA,2,2,0,0,0,0,0,0
text2510,NA,NA,14,14,0,0,0,0,0,0
text2511,NA,NA,20,17,0,0,0,0,0,0
text2512,NA,NA,25,22,0,0,0,0,0,0
text2513,NA,NA,55,45,0,0,0,0,0,0
text2514,NA,NA,4,4,0,0,0,0,0,0
text2515,NA,NA,49,35,0,0,0,0,0,0
text2516,NA,NA,7,7,0,0,0,0,0,0
text2517,NA,NA,15,15,0,0,0,0,0,0
text2518,NA,NA,3,3,0,0,0,0,0,0
text2519,NA,NA,6,3,0,0,0,0,0,0
text2520,NA,NA,15,13,0,0,0,0,0,0
text2521,NA,NA,6,6,0,0,0,0,0,0
text2522,NA,NA,9,9,0,0,0,0,0,0
text2523,NA,NA,43,39,0,0,0,0,0,0
text2524,NA,NA,4,4,0,0,0,0,0,0
text2525,NA,NA,28,20,0,0,0,0,0,0
text2526,NA,NA,46,41,0,0,0,0,0,0
text2527,NA,NA,21,21,0,0,0,0,0,0
text2528,NA,NA,6,6,0,0,0,0,0,0
text2529,NA,NA,3,3,0,0,0,0,0,0
text2530,NA,NA,37,27,0,0,0,0,0,0
text2531,NA,NA,117,90,0,0,0,0,0,0
text2532,NA,NA,6,6,0,0,0,0,0,0
text2533,NA,NA,11,11,0,0,0,0,0,0
text2534,NA,NA,99,79,0,0,0,0,0,0
text2535,NA,NA,206,111,0,0,0,0,0,0
text2536,NA,NA,10,10,0,0,0,0,0,0
text2537,NA,NA,12,9,0,0,0,0,0,0
text2538,NA,NA,11,11,0,0,0,0,0,0
text2539,NA,NA,227,177,0,0,0,0,0,0
text2540,NA,NA,10,10,0,0,0,0,0,0
text2541,NA,NA,10,10,0,0,0,0,0,0
text2542,NA,NA,12,10,0,0,0,0,0,0
text2543,NA,NA,47,38,0,0,0,0,0,0
text2544,NA,NA,95,72,0,0,0,0,0,0
text2545,NA,NA,124,92,0,0,0,0,0,0
text2546,NA,NA,7,4,0,0,0,0,0,0
text2547,NA,NA,62,50,0,0,0,0,0,0
text2548,NA,NA,9,9,0,0,0,0,0,0
text2549,NA,NA,11,11,0,0,0,0,0,0
text2550,NA,NA,10,10,0,0,0,0,0,0
text2551,NA,NA,9,9,0,0,0,0,0,0
text2552,NA,NA,10,10,0,0,0,0,0,0
text2553,NA,NA,63,51,0,0,0,0,0,0
text2554,NA,NA,50,38,0,0,0,0,0,0
text2555,NA,NA,9,9,0,0,0,0,0,0
text2556,NA,NA,11,11,0,0,0,0,0,0
text2557,NA,NA,514,287,0,0,0,0,0,0
text2558,NA,NA,32,28,0,0,0,0,0,0
text2559,NA,NA,8,8,0,0,0,0,0,0
text2560,NA,NA,20,18,0,0,0,0,0,0
text2561,NA,NA,7,7,0,0,0,0,0,0
text2562,NA,NA,22,21,0,0,0,0,0,0
text2563,NA,NA,3,3,0,0,0,0,0,0
text2564,NA,NA,8,8,0,0,0,0,0,0
text2565,NA,NA,9,9,0,0,0,0,0,0
text2566,NA,NA,10,10,0,0,0,0,0,0
text2567,NA,NA,10,10,0,0,0,0,0,0
text2568,NA,NA,10,10,0,0,0,0,0,0
text2569,NA,NA,10,10,0,0,0,0,0,0
text2570,NA,NA,10,10,0,0,0,0,0,0
text2571,NA,NA,11,11,0,0,0,0,0,0
text2572,NA,NA,78,63,0,0,0,0,0,0
text2573,NA,NA,17,15,0,0,0,0,0,0
text2574,NA,NA,19,17,0,0,0,0,0,0
text2575,NA,NA,5,5,0,0,0,0,0,0
text2576,NA,NA,16,16,0,0,0,0,0,0
text2577,NA,NA,2,2,0,0,0,0,0,0
text2578,NA,NA,6,6,0,0,0,0,0,0
text2579,NA,NA,3,3,0,0,0,0,0,0
text2580,NA,NA,113,85,0,0,0,0,0,0
text2581,NA,NA,37,30,0,0,0,0,0,0
text2582,NA,NA,3,3,0,0,0,0,0,0
text2583,NA,NA,6,5,0,0,0,0,0,0
text2584,NA,NA,22,19,0,0,0,0,0,0
text2585,NA,NA,96,78,0,0,0,0,0,0
text2586,NA,NA,18,16,0,0,0,0,0,0
text2587,NA,NA,29,25,0,0,0,0,0,0
text2588,NA,NA,3,3,0,0,0,0,0,0
text2589,NA,NA,5,5,0,0,0,0,0,0
text2590,NA,NA,26,22,0,0,0,0,0,0
text2591,NA,NA,58,53,0,0,0,0,0,0
text2592,NA,NA,22,19,0,0,0,0,0,0
text2593,NA,NA,9,9,0,0,0,0,0,0
text2594,NA,NA,13,13,0,0,0,0,0,0
text2595,NA,NA,5,5,0,0,0,0,0,0
text2596,NA,NA,20,18,0,0,0,0,0,0
text2597,NA,NA,22,19,0,0,0,0,0,0
text2598,NA,NA,57,42,0,0,0,0,0,0
text2599,NA,NA,13,13,0,0,0,0,0,0
text2600,NA,NA,2,2,0,0,0,0,0,0
text2601,NA,NA,6,6,0,0,0,0,0,0
text2602,NA,NA,4,4,0,0,0,0,0,0
text2603,NA,NA,14,14,0,0,0,0,0,0
text2604,NA,NA,13,12,0,0,0,0,0,0
text2605,NA,NA,6,6,0,0,0,0,0,0
text2606,NA,NA,4,4,0,0,0,0,0,0
text2607,NA,NA,70,64,0,0,0,0,0,0
text2608,NA,NA,60,47,0,0,0,0,0,0
text2609,NA,NA,3,3,0,0,0,0,0,0
text2610,NA,NA,35,28,0,0,0,0,0,0
text2611,NA,NA,35,26,0,0,0,0,0,0
text2612,NA,NA,3,3,0,0,0,0,0,0
text2613,NA,NA,90,68,0,0,0,0,0,0
text2614,NA,NA,4,4,0,0,0,0,0,0
text2615,NA,NA,5,5,0,0,0,0,0,0
text2616,NA,NA,9,9,0,0,0,0,0,0
text2617,NA,NA,10,9,0,0,0,0,0,0
text2618,NA,NA,6,6,0,0,0,0,0,0
text2619,NA,NA,124,92,0,0,0,0,0,0
text2620,NA,NA,15,12,0,0,0,0,0,0
text2621,NA,NA,197,114,0,0,0,0,0,0
text2622,NA,NA,16,16,0,0,0,0,0,0
text2623,NA,NA,3,3,0,0,0,0,0,0
text2624,NA,NA,22,20,0,0,0,0,0,0
text2625,NA,NA,3,3,0,0,0,0,0,0
text2626,NA,NA,8,8,0,0,0,0,0,0
text2627,NA,NA,28,23,0,0,0,0,0,0
text2628,NA,NA,3,3,0,0,0,0,0,0
text2629,NA,NA,3,3,0,0,0,0,0,0
text2630,NA,NA,8,8,0,0,0,0,0,0
text2631,NA,NA,4,4,0,0,0,0,0,0
text2632,NA,NA,20,19,0,0,0,0,0,0
text2633,NA,NA,3,3,0,0,0,0,0,0
text2634,NA,NA,8,8,0,0,0,0,0,0
text2635,NA,NA,4,4,0,0,0,0,0,0
text2636,NA,NA,2,2,0,0,0,0,0,0
text2637,NA,NA,4,4,0,0,0,0,0,0
text2638,NA,NA,4,4,0,0,0,0,0,0
text2639,NA,NA,3,3,0,0,0,0,0,0
text2640,NA,NA,88,64,0,0,0,0,0,0
text2641,NA,NA,2,2,0,0,0,0,0,0
text2642,NA,NA,4,4,0,0,0,0,0,0
text2643,NA,NA,92,64,0,0,0,0,0,0
text2644,NA,NA,9,9,0,0,0,0,0,0
text2645,NA,NA,10,10,0,0,0,0,0,0
text2646,NA,NA,116,94,0,0,0,0,0,0
text2647,NA,NA,7,7,0,0,0,0,0,0
text2648,NA,NA,9,9,0,0,0,0,0,0
text2649,NA,NA,8,8,0,0,0,0,0,0
text2650,NA,NA,7,7,0,0,0,0,0,0
text2651,NA,NA,7,6,0,0,0,0,0,0
text2652,NA,NA,35,29,0,0,0,0,0,0
text2653,NA,NA,7,7,0,0,0,0,0,0
text2654,NA,NA,58,45,0,0,0,0,0,0
text2655,NA,NA,5,5,0,0,0,0,0,0
text2656,NA,NA,4,4,0,0,0,0,0,0
text2657,NA,NA,15,14,0,0,0,0,0,0
text2658,NA,NA,8,8,0,0,0,0,0,0
text2659,NA,NA,22,20,0,0,0,0,0,0
text2660,NA,NA,3,3,0,0,0,0,0,0
text2661,NA,NA,16,15,0,0,0,0,0,0
text2662,NA,NA,30,23,0,0,0,0,0,0
text2663,NA,NA,28,27,0,0,0,0,0,0
text2664,NA,NA,65,53,0,0,0,0,0,0
text2665,NA,NA,2,2,0,0,0,0,0,0
text2666,NA,NA,50,39,0,0,0,0,0,0
text2667,NA,NA,8,8,0,0,0,0,0,0
text2668,NA,NA,7,7,0,0,0,0,0,0
text2669,NA,NA,185,138,0,0,0,0,0,0
text2670,NA,NA,85,68,0,0,0,0,0,0
text2671,NA,NA,9,9,0,0,0,0,0,0
text2672,NA,NA,4,4,0,0,0,0,0,0
text2673,NA,NA,2,2,0,0,0,0,0,0
text2674,NA,NA,19,18,0,0,0,0,0,0
text2675,NA,NA,6,6,0,0,0,0,0,0
text2676,NA,NA,7,7,0,0,0,0,0,0
text2677,NA,NA,5,5,0,0,0,0,0,0
text2678,NA,NA,76,65,0,0,0,0,0,0
text2679,NA,NA,0,0,0,0,0,0,0,0
text2680,NA,NA,5,5,0,0,0,0,0,0
text2681,NA,NA,2,2,0,0,0,0,0,0
text2682,NA,NA,28,24,0,0,0,0,0,0
text2683,NA,NA,12,11,0,0,0,0,0,0
text2684,NA,NA,12,11,0,0,0,0,0,0
text2685,NA,NA,13,12,0,0,0,0,0,0
text2686,NA,NA,9,9,0,0,0,0,0,0
text2687,NA,NA,7,7,0,0,0,0,0,0
text2688,NA,NA,14,14,0,0,0,0,0,0
text2689,NA,NA,7,7,0,0,0,0,0,0
text2690,NA,NA,118,91,0,0,0,0,0,0
text2691,NA,NA,16,11,0,0,0,0,0,0
text2692,NA,NA,9,9,0,0,0,0,0,0
text2693,NA,NA,10,10,0,0,0,0,0,0
text2694,NA,NA,38,32,0,0,0,0,0,0
text2695,NA,NA,192,128,0,0,0,0,0,0
text2696,NA,NA,9,7,0,0,0,0,0,0
text2697,NA,NA,6,6,0,0,0,0,0,0
text2698,NA,NA,3,3,0,0,0,0,0,0
text2699,NA,NA,15,14,0,0,0,0,0,0
text2700,NA,NA,6,6,0,0,0,0,0,0
text2701,NA,NA,112,72,0,0,0,0,0,0
text2702,NA,NA,6,6,0,0,0,0,0,0
text2703,NA,NA,10,10,0,0,0,0,0,0
text2704,NA,NA,4,4,0,0,0,0,0,0
text2705,NA,NA,4,4,0,0,0,0,0,0
text2706,NA,NA,3,3,0,0,0,0,0,0
text2707,NA,NA,12,12,0,0,0,0,0,0
text2708,NA,NA,5,5,0,0,0,0,0,0
text2709,NA,NA,489,304,0,0,0,0,0,0
text2710,NA,NA,19,15,0,0,0,0,0,0
text2711,NA,NA,5,5,0,0,0,0,0,0
text2712,NA,NA,13,12,0,0,0,0,0,0
text2713,NA,NA,8,8,0,0,0,0,0,0
text2714,NA,NA,3,3,0,0,0,0,0,0
text2715,NA,NA,21,18,0,0,0,0,0,0
text2716,NA,NA,5,5,0,0,0,0,0,0
text2717,NA,NA,30,27,0,0,0,0,0,0
text2718,NA,NA,10,9,0,0,0,0,0,0
text2719,NA,NA,1,1,0,0,0,0,0,0
text2720,NA,NA,10,10,0,0,0,0,0,0
text2721,NA,NA,63,57,0,0,0,0,0,0
text2722,NA,NA,10,10,0,0,0,0,0,0
text2723,NA,NA,6,6,0,0,0,0,0,0
text2724,NA,NA,5,5,0,0,0,0,0,0
text2725,NA,NA,10,10,0,0,0,0,0,0
text2726,NA,NA,17,16,0,0,0,0,0,0
text2727,NA,NA,4,4,0,0,0,0,0,0
text2728,NA,NA,3,3,0,0,0,0,0,0
text2729,NA,NA,10,10,0,0,0,0,0,0
text2730,NA,NA,95,76,0,0,0,0,0,0
text2731,NA,NA,119,83,0,0,0,0,0,0
text2732,NA,NA,71,58,0,0,0,0,0,0
text2733,NA,NA,28,24,0,0,0,0,0,0
text2734,NA,NA,130,96,0,0,0,0,0,0
text2735,NA,NA,37,29,0,0,0,0,0,0
text2736,NA,NA,9,9,0,0,0,0,0,0
text2737,NA,NA,1,1,0,0,0,0,0,0
text2738,NA,NA,5,4,0,0,0,0,0,0
text2739,NA,NA,4,4,0,0,0,0,0,0
text2740,NA,NA,3,3,0,0,0,0,0,0
text2741,NA,NA,22,18,0,0,0,0,0,0
text2742,NA,NA,169,113,0,0,0,0,0,0
text2743,NA,NA,33,30,0,0,0,0,0,0
text2744,NA,NA,30,28,0,0,0,0,0,0
text2745,NA,NA,45,41,0,0,0,0,0,0
text2746,NA,NA,139,111,0,0,0,0,0,0
text2747,NA,NA,35,29,0,0,0,0,0,0
text2748,NA,NA,10,10,0,0,0,0,0,0
text2749,NA,NA,25,24,0,0,0,0,0,0
text2750,NA,NA,8,6,0,0,0,0,0,0
text2751,NA,NA,35,33,0,0,0,0,0,0
text2752,NA,NA,7,7,0,0,0,0,0,0
text2753,NA,NA,56,46,0,0,0,0,0,0
text2754,NA,NA,7,7,0,0,0,0,0,0
text2755,NA,NA,8,8,0,0,0,0,0,0
text2756,NA,NA,8,8,0,0,0,0,0,0
text2757,NA,NA,10,10,0,0,0,0,0,0
text2758,NA,NA,10,10,0,0,0,0,0,0
text2759,NA,NA,6,6,0,0,0,0,0,0
text2760,NA,NA,8,8,0,0,0,0,0,0
text2761,NA,NA,8,7,0,0,0,0,0,0
text2762,NA,NA,8,8,0,0,0,0,0,0
text2763,NA,NA,12,12,0,0,0,0,0,0
text2764,NA,NA,52,45,0,0,0,0,0,0
text2765,NA,NA,3,3,0,0,0,0,0,0
text2766,NA,NA,10,10,0,0,0,0,0,0
text2767,NA,NA,9,9,0,0,0,0,0,0
text2768,NA,NA,12,12,0,0,0,0,0,0
text2769,NA,NA,9,9,0,0,0,0,0,0
text2770,NA,NA,8,8,0,0,0,0,0,0
text2771,NA,NA,4,4,0,0,0,0,0,0
text2772,NA,NA,9,9,0,0,0,0,0,0
text2773,NA,NA,12,12,0,0,0,0,0,0
text2774,NA,NA,9,9,0,0,0,0,0,0
text2775,NA,NA,46,40,0,0,0,0,0,0
text2776,NA,NA,16,16,0,0,0,0,0,0
text2777,NA,NA,10,10,0,0,0,0,0,0
text2778,NA,NA,10,10,0,0,0,0,0,0
text2779,NA,NA,14,10,0,0,0,0,0,0
text2780,NA,NA,4,4,0,0,0,0,0,0
text2781,NA,NA,4,4,0,0,0,0,0,0
text2782,NA,NA,8,8,0,0,0,0,0,0
text2783,NA,NA,10,10,0,0,0,0,0,0
text2784,NA,NA,159,110,0,0,0,0,0,0
text2785,NA,NA,8,8,0,0,0,0,0,0
text2786,NA,NA,50,40,0,0,0,0,0,0
text2787,NA,NA,25,24,0,0,0,0,0,0
text2788,NA,NA,72,57,0,0,0,0,0,0
text2789,NA,NA,78,61,0,0,0,0,0,0
text2790,NA,NA,172,130,0,0,0,0,0,0
text2791,NA,NA,10,10,0,0,0,0,0,0
text2792,NA,NA,7,7,0,0,0,0,0,0
text2793,NA,NA,12,12,0,0,0,0,0,0
text2794,NA,NA,13,13,0,0,0,0,0,0
text2795,NA,NA,117,92,0,0,0,0,0,0
text2796,NA,NA,255,169,0,0,0,0,0,0
text2797,NA,NA,175,119,0,0,0,0,0,0
text2798,NA,NA,163,121,0,0,0,0,0,0
text2799,NA,NA,37,30,0,0,0,0,0,0
text2800,NA,NA,134,100,0,0,0,0,0,0
text2801,NA,NA,69,60,0,0,0,0,0,0
text2802,NA,NA,11,11,0,0,0,0,0,0
text2803,NA,NA,160,118,0,0,0,0,0,0
text2804,NA,NA,231,176,0,0,0,0,0,0
text2805,NA,NA,6,6,0,0,0,0,0,0
text2806,NA,NA,11,9,0,0,0,0,0,0
text2807,NA,NA,24,21,0,0,0,0,0,0
text2808,NA,NA,19,19,0,0,0,0,0,0
text2809,NA,NA,213,154,0,0,0,0,0,0
text2810,NA,NA,140,101,0,0,0,0,0,0
text2811,NA,NA,223,159,0,0,0,0,0,0
text2812,NA,NA,17,15,0,0,0,0,0,0
text2813,NA,NA,3,3,0,0,0,0,0,0
text2814,NA,NA,16,15,0,0,0,0,0,0
text2815,NA,NA,2,2,0,0,0,0,0,0
text2816,NA,NA,274,213,0,0,0,0,0,0
text2817,NA,NA,5,5,0,0,0,0,0,0
text2818,NA,NA,5,5,0,0,0,0,0,0
text2819,NA,NA,21,18,0,0,0,0,0,0
text2820,NA,NA,11,10,0,0,0,0,0,0
text2821,NA,NA,11,11,0,0,0,0,0,0
text2822,NA,NA,6,5,0,0,0,0,0,0
text2823,NA,NA,153,97,0,0,0,0,0,0
text2824,NA,NA,4,4,0,0,0,0,0,0
text2825,NA,NA,8,8,0,0,0,0,0,0
text2826,NA,NA,9,9,0,0,0,0,0,0
text2827,NA,NA,10,10,0,0,0,0,0,0
text2828,NA,NA,7,7,0,0,0,0,0,0
text2829,NA,NA,10,10,0,0,0,0,0,0
text2830,NA,NA,13,12,0,0,0,0,0,0
text2831,NA,NA,11,11,0,0,0,0,0,0
text2832,NA,NA,10,10,0,0,0,0,0,0
text2833,NA,NA,8,8,0,0,0,0,0,0
text2834,NA,NA,3,3,0,0,0,0,0,0
text2835,NA,NA,12,12,0,0,0,0,0,0
text2836,NA,NA,11,11,0,0,0,0,0,0
text2837,NA,NA,11,11,0,0,0,0,0,0
text2838,NA,NA,42,38,0,0,0,0,0,0
text2839,NA,NA,10,9,0,0,0,0,0,0
text2840,NA,NA,7,7,0,0,0,0,0,0
text2841,NA,NA,10,10,0,0,0,0,0,0
text2842,NA,NA,13,12,0,0,0,0,0,0
text2843,NA,NA,55,39,0,0,0,0,0,0
text2844,NA,NA,3,3,0,0,0,0,0,0
text2845,NA,NA,5,5,0,0,0,0,0,0
text2846,NA,NA,11,11,0,0,0,0,0,0
text2847,NA,NA,9,9,0,0,0,0,0,0
text2848,NA,NA,14,12,0,0,0,0,0,0
text2849,NA,NA,10,10,0,0,0,0,0,0
text2850,NA,NA,8,8,0,0,0,0,0,0
text2851,NA,NA,11,11,0,0,0,0,0,0
text2852,NA,NA,7,7,0,0,0,0,0,0
text2853,NA,NA,35,26,0,0,0,0,0,0
text2854,NA,NA,12,12,0,0,0,0,0,0
text2855,NA,NA,229,172,0,0,0,0,0,0
text2856,NA,NA,75,58,0,0,0,0,0,0
text2857,NA,NA,3,3,0,0,0,0,0,0
text2858,NA,NA,88,63,0,0,0,0,0,0
text2859,NA,NA,226,166,0,0,0,0,0,0
text2860,NA,NA,4,4,0,0,0,0,0,0
text2861,NA,NA,5,5,0,0,0,0,0,0
text2862,NA,NA,44,41,0,0,0,0,0,0
text2863,NA,NA,33,31,0,0,0,0,0,0
text2864,NA,NA,21,21,0,0,0,0,0,0
text2865,NA,NA,12,11,0,0,0,0,0,0
text2866,NA,NA,1686,622,0,0,0,0,0,0
text2867,NA,NA,51,49,0,0,0,0,0,0
text2868,NA,NA,251,181,0,0,0,0,0,0
text2869,NA,NA,27,26,0,0,0,0,0,0
text2870,NA,NA,244,190,0,0,0,0,0,0
text2871,NA,NA,15,14,0,0,0,0,0,0
text2872,NA,NA,6,6,0,0,0,0,0,0
text2873,NA,NA,26,23,0,0,0,0,0,0
text2874,NA,NA,9,8,0,0,0,0,0,0
text2875,NA,NA,5,5,0,0,0,0,0,0
text2876,NA,NA,57,42,0,0,0,0,0,0
text2877,NA,NA,12,12,0,0,0,0,0,0
text2878,NA,NA,3,3,0,0,0,0,0,0
text2879,NA,NA,8,8,0,0,0,0,0,0
text2880,NA,NA,91,75,0,0,0,0,0,0
text2881,NA,NA,28,23,0,0,0,0,0,0
text2882,NA,NA,5,5,0,0,0,0,0,0
text2883,NA,NA,1,1,0,0,0,0,0,0
text2884,NA,NA,18,17,0,0,0,0,0,0
text2885,NA,NA,5,5,0,0,0,0,0,0
text2886,NA,NA,34,32,0,0,0,0,0,0
text2887,NA,NA,4,4,0,0,0,0,0,0
text2888,NA,NA,84,67,0,0,0,0,0,0
text2889,NA,NA,55,44,0,0,0,0,0,0
text2890,NA,NA,26,25,0,0,0,0,0,0
text2891,NA,NA,4,4,0,0,0,0,0,0
text2892,NA,NA,38,30,0,0,0,0,0,0
text2893,NA,NA,8,8,0,0,0,0,0,0
text2894,NA,NA,9,9,0,0,0,0,0,0
text2895,NA,NA,13,13,0,0,0,0,0,0
text2896,NA,NA,8,8,0,0,0,0,0,0
text2897,NA,NA,5,5,0,0,0,0,0,0
text2898,NA,NA,13,13,0,0,0,0,0,0
text2899,NA,NA,8,8,0,0,0,0,0,0
text2900,NA,NA,19,10,0,0,0,0,0,0
text2901,NA,NA,11,11,0,0,0,0,0,0
text2902,NA,NA,10,10,0,0,0,0,0,0
text2903,NA,NA,73,57,0,0,0,0,0,0
text2904,NA,NA,12,12,0,0,0,0,0,0
text2905,NA,NA,9,9,0,0,0,0,0,0
text2906,NA,NA,89,64,0,0,0,0,0,0
